User Name,Star,Review Title,Review Text,Review Posted Time
PerryAtTheMovies,9,Fantastic if you don't know the comic story....,"Overall: 91/100

This is more geared towards non-Marvel people than for the Marvel people.

Quick & Dirty: I loved it and would highly recommend seeing this film in theatres. Visually stunning, fantastic fight scenes, great story, and emotionally driven. Due to one too many lulls perhaps a slight bit too long in length, but overall, very enjoyable.

When I was teen I loved watching Asian films such as ""Crouching Tiger, Hidden Dragon"", ""House of Flying Daggers"", & ""Ong-Bak"". This film had the great martial arts fighting sequences that the aforementioned films had. I felt like I was a kid again enjoying something fresh and new. I also fully enjoyed the combination of Mandarin (apologies if that's wrong) and English. A movie with subtitles always reminds me that there's more than the bubble of North American film.

The acting was great. Michelle Yeoh was the one who stole the show for me at the end of the day. Again, it reminded of the good old days of martial arts movies that depended on the actors to make things believable instead of lots of CGI.

I watch virtually zero Marvel movies and so if you're iffy on whether to watch this or not it shouldn't stop you from enjoying this film. It's funny, action packed, and does not appear to be culturally inappropriate. The acting is great and the length of the film, while a little long, is still exceptional.

PS... there are two after the credits scenes so make sure you have time sit until the very end.

Enjoy the show!",3-Sep-21
katherineseide,10,Wow!,This movie surprised me in a good way! I was expecting it to be a flop but it was honestly GREAT! The action and storyline all together made it! Marvel did a really good job with this one and met all expectations.,4-Sep-21
bedantabhattacharjee,2,Another marvel movie no one's gonna remember,Good in certain moments. And those moments were very few.,3-Sep-21
sdash17,10,Jaw dropping action and visuals.,"One of the best action movies till date.

One advice to DC fans: Stay away from giving negative rating out of jealousy. If you hate Marvel so much then stick to your DC comics and movies. Avoid giving false reviews and ratings to Marvel movies.

It's not gonna bring Marvel down.",6-Sep-21
amartyeshmohapatra,10,MASTER OF MARTIAL ARTS,"I won't say believe on my review ...but just watch it once . It will worth your money and time . This movie has every thing you wanted to see in an origin movie 1) Really strong main villain 2) Awesome secondary villains 3) Nice Back story 4) 5 Star fighting scene and VFX 5) Villains from phase 1 and 2of iron man andnhulk 6) Magic and mystic , humor and emotion at right proportion Chery on top of cake = Post credit and mid credit.",3-Sep-21
waltermwilliams,8,A Marvel Legend has risen,"A Marvel Legend has risen and it only took 40 years to become an overnight sensation.

""Kim's Convenience"" star Simu Liu breathes life into the title character who's changed his birth name to Shaun.

What a stretch when you don't want to be found by your estranged dad, Xu Wenwu otherwise known as The Mandarin, played by Tony Chiu-Wai Leung (in his first American film) who has more rings than Ringo Starr or the Olympics.

What can I say this guy loves his bling.

Rapper/Actor Awkwafina is his BFF, Katy.

Together Shaun goes out of his way to avoid bringing back the dead with his wisecracking ""Crazy Rich Asian"" girlfriend in tow.

Simu was so intent of getting this gig that back in 2018 he tweeted Marvel for the role.

Kung Fu fans are in for a solid 2 hour plus fight spectacular, which doesn't stop too long to draw breath.

This movie never gets boring.

It's Action, Adventure and Fantasy all rolled into one thrill ride straight out of the Marvel Universe.

I kind of half expected 80's Singer, Limahl to crank out ""Never Ending Story"" in the final act of this epic movie thanks to one of the legendary creatures hiding out in a mythical village not unlike Shangri-La from 1937's classic ""Lost Horizon"".

Car maker BMW clearly have a product placement deal with Producer, Kevin Feige.

They are driven, crushed or smashed in every automobile scene.

Hawaiian Director, Destiny Daniel Cretton, best known for ""Just Mercy"" and ""The Glass Castle"" does a marvellous job with the Screen Play and Screen Story he helped write based on the source material from Marvel Comics Steve Engelhart and Jim Starlin.

This movie idea has been floating around since the 80's when the late Stan Lee wanted Bruce Lee's son, Brandon to play the lead, but that plan fell through.

Australia actually played a huge part in this movie finally being produced despite World War C's best attempt in 2020 to shut down production.

Watch out for: Michelle Yeoh plus Aussies Ronnie Chieng, Lynette Curran and Lydia Sarks (from the Toyota Commercials) as the hilarious Flight Attendant.

Like all good Marvel movies there is an Easter Egg worth waiting for before the cinema lights come on and the curtains close on the big screen.

And just like the movie this review doesn't mention the title till the final frame, ""Shang Chi and the Legend of the Ten Rings"".

Do yourself a favour and take the family to see the 25th film in the Marvel Cinematic Universe which is full of surprises and cameos.

MCU's first with an Asian leading Superhero Protagonist!",1-Sep-21
woodstockk-30880,10,Awesome movie! Highly reccomend,"Made an account just to write this review. By far one of the best MCU movies so far. Amazing action, cinematography, and acting, combined with one of the best origin stories in recent superhero cinema.

GO WATCH IT!!! You won't regret it.",1-Sep-21
spotman-29566,6,Had it's moments,"Overall it was a pretty bland movie. The plot was uninteresting and boring. There's not as many fight scenes as you'd think. Most of the characters didn't have a lot of personality. And Shang's girlfriend was incredibly annoying.

It had it's moments though. There's a certain character that brought some fun scenes to the film.

It's definitely one of the lower tier marvel movies, but it was still worth watching.",2-Sep-21
jakethesnake-42007,9,One of the most Marvel movies. Great action sequences,Without a doubt the best action sequences in a marvel film and the best action scenes too. One of the best marvel films also. A great story and great acting. Loved this film.,9-Sep-21
jhagenmb,8,"Good Action, Weak Writing",null,8-Sep-21
dnjkiyqnu,10,One of the best marvel films I've seen in years,"I loved the aesthetics of the movie, the score, the acting, the story. One of the strongest marvel films I've seen in a long time.",5-Sep-21
niallrward,10,The marvel universe,The marvel universe has excelled here .. pure pure brilliance ! So good !,5-Sep-21
IanHutcheson,9,A new start and TOP TIER marvel movie.,"Throw your expectations based on the marketing and promotional material away. This movie is fantastic. Yes, it is focused on the asian culture. No, it is not forced. It actually is beautiful.

The fighting choreography is fantastic. You like martial arts movies or martial arts in general? Go see this one.

The music is great. The humour is great. Actors are cool. Ben Kingsley has a great cameo. The story is cool. The ten rings will blow your mind. TWO post credit scenes that will blow your mind and a great soundtrack.

Where Black Widow felt like another movie of the same Marvel formula, this movie has some great surprises and worlds that are fun to explore.

Oh, go see it in theaters and don't wait for it to arrive on Disney Plus if you have the option to do that. The visuals are stunning.

9/10.",4-Sep-21
kerrybee,9,Breaks the Marvel mold,This film breaks the Marvel mold with its action and fantasy aspects. You can't prepare for what you'll see on screen. Just fantastic in every way.,4-Sep-21
